Gene.NewLT,mean_CTRL,Total_CTRL,sd_CTRL,se_CTRL,M_CTRL,mean.EXPT,Total_EXPT,sd_EXPT,se_EXPT,M_EXPT,Value,Df,tstat,pval,Sig,Gene
SPT_RS01100,0.772830155,10,0.415129693,0.131275535,NA,0.795505736,10,0.420411855,0.132945902,NA,-0.022675581,18,0.085820369,0.932556624,FALSE,SPT_0217
SPT_RS01105,0.457969212,38,0.518298457,0.084079112,NA,0.700162716,38,0.501314272,0.081323914,NA,-0.242193504,74,1.464262836,0.147357582,FALSE,SPT_0218
SPT_RS01110,0.572460913,54,0.500341247,0.06808782,NA,0.678110213,54,0.474777675,0.064609058,NA,-0.1056493,106,0.796170199,0.427712595,FALSE,SPT_0219
SPT_RS01115,0.568570171,36,0.520323062,0.08672051,NA,0.588332085,36,0.506215642,0.084369274,NA,-0.019761914,70,0.115506102,0.908374695,FALSE,SPT_0220
SPT_RS01120,0.698819716,37,0.440098635,0.07235177,NA,0.709269286,37,0.412884778,0.067877839,NA,-0.010449569,72,0.074517568,0.940805212,FALSE,SPT_0221
SPT_RS01130,0.533477311,109,0.455187047,0.043599012,NA,0.529342791,109,0.443779784,0.042506394,NA,0.00413452,216,-0.048016961,0.961747093,FALSE,SPT_0223
SPT_RS01145,0.735518966,14,0.403033613,0.107715264,NA,0.861395869,14,0.366871273,0.098050472,NA,-0.125876903,26,0.61174861,0.546016755,FALSE,SPT_0226
SPT_RS01150,0.532087707,23,0.523851249,0.109230536,NA,0.616689688,23,0.515922456,0.107577269,NA,-0.084601982,44,0.390216495,0.698259214,FALSE,SPT_0227
SPT_RS01160,0.918069079,4,0.166275742,0.083137871,NA,1.013572286,4,0.035942718,0.017971359,NA,-0.095503208,6,0.944554791,0.381351294,FALSE,SPT_0229
SPT_RS01200,0.710658769,84,0.424452328,0.046311546,NA,0.740148556,84,0.405397357,0.044232478,NA,-0.029489788,166,0.325695571,0.745064878,FALSE,SPT_0238
SPT_RS01205,0.649132173,39,0.498058471,0.079753183,NA,0.626471108,39,0.478930627,0.076690277,NA,0.022661064,76,-0.144851464,0.885211603,FALSE,SPT_0239
SPT_RS01210,0.153099835,7,0.146465414,0.055358723,NA,0.419583708,7,0.298455462,0.112805562,NA,-0.266483873,12,1.584663912,0.139027994,FALSE,SPT_0240
SPT_RS01215,0.625116554,19,0.492205172,0.112919611,NA,0.691347738,19,0.483694131,0.110967044,NA,-0.066231184,36,0.295824616,0.769063748,FALSE,SPT_0241
SPT_RS01220,0.765338855,5,0.444923923,0.198976027,NA,0.732550581,5,0.415140849,0.185656632,NA,0.032788274,8,-0.085245685,0.93416085,FALSE,SPT_0242
SPT_RS01230,0.89116711,4,0.621230621,0.310615311,NA,0.781103261,4,0.523093643,0.261546821,NA,0.11006385,6,-0.192364792,0.853802122,FALSE,SPT_0244
SPT_RS01235,0.688405722,25,0.457392064,0.091478413,NA,0.785484282,25,0.414354165,0.082870833,NA,-0.09707856,48,0.556805162,0.580247573,FALSE,SPT_0245
SPT_RS01240,0.63208566,19,0.508417756,0.116639033,NA,0.654440553,19,0.471097292,0.108077131,NA,-0.022354893,36,0.099480574,0.921308625,FALSE,SPT_0246
SPT_RS01245,0.679741966,110,0.474629237,0.045254122,NA,0.612431966,110,0.415850482,0.039649788,NA,0.06731,218,-0.792778571,0.428768768,FALSE,SPT_0247
SPT_RS01255,0.597311246,91,0.49346313,0.051728992,NA,0.674145219,91,0.469921744,0.049261184,NA,-0.076833973,180,0.760806406,0.447768197,FALSE,SPT_0248
SPT_RS01260,0.603626973,82,0.371226953,0.040995159,NA,0.652020552,82,0.382562981,0.042247014,NA,-0.048393579,162,0.581358915,0.561806591,FALSE,SPT_0249
SPT_RS01265,0.49077554,10,0.522556069,0.165246738,NA,0.584460599,10,0.503691585,0.159281265,NA,-0.093685059,18,0.288680971,0.776123697,FALSE,SPT_0251
SPT_RS01270,0.758134605,16,0.464478024,0.116119506,NA,0.727864275,16,0.436498414,0.109124604,NA,0.03027033,30,-0.134388995,0.893992545,FALSE,SPT_0252
SPT_RS01275,0.616636713,28,0.456629577,0.086294879,NA,0.663850932,28,0.438539409,0.082876158,NA,-0.047214218,54,0.279091618,0.781240633,FALSE,SPT_0253
SPT_RS01280,0.744181155,25,0.483535259,0.096707052,NA,0.878914914,25,0.344147917,0.068829583,NA,-0.134733759,48,0.813921093,0.419709659,FALSE,SPT_0254
SPT_RS01285,0,1,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,FALSE,SPT_0255
SPT_RS01305,0,1,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,FALSE,SPT_0259
SPT_RS01310,0,1,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,FALSE,SPT_0260
SPT_RS01315,0,2,0,0,NA,0,2,0,0,NA,0,2,NA,NA,FALSE,SPT_0261
SPT_RS01320,0,1,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,FALSE,SPT_0262
SPT_RS01325,0,2,0,0,NA,0,2,0,0,NA,0,2,NA,NA,FALSE,SPT_0263
SPT_RS01340,0.574036369,3,0.505923983,0.292095348,NA,0.514540235,3,0.446894671,0.258014759,NA,0.059496135,4,-0.108153139,0.91908221,FALSE,SPT_0266
SPT_RS01350,0,1,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,FALSE,SPT_0268
SPT_RS01355,0,1,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,FALSE,SPT_0269
SPT_RS01365,0,2,0,0,NA,0.324522696,2,0.458944398,0.324522696,NA,-0.324522696,2,1,0.422649731,FALSE,SPT_0271
SPT_RS01370,0,3,0,0,NA,0,3,0,0,NA,0,4,NA,NA,FALSE,SPT_0272
SPT_RS01375,0,1,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,FALSE,SPT_0273
SPT_RS01380,0,1,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,FALSE,SPT_0274
SPT_RS01385,0,1,NA,NA,NA,0.89328693,1,NA,NA,NA,-0.89328693,0,NA,NA,FALSE,SPT_0275
SPT_RS01390,0.151628002,11,0.343753809,0.103645673,NA,0.242740852,11,0.437062,0.131779151,NA,-0.091112851,20,0.387014627,0.702832738,FALSE,SPT_0276
SPT_RS01395,0.788723096,1,NA,NA,NA,0.865091296,1,NA,NA,NA,-0.076368199,0,NA,NA,FALSE,SPT_0277
SPT_RS01400,0,1,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,FALSE,SPT_0278
SPT_RS01405,0.760822737,4,0.048633909,0.024316954,NA,0.811201921,4,0.0745661,0.03728305,NA,-0.050379184,6,0.817843843,0.444702742,FALSE,SPT_0279
SPT_RS01415,0.977631574,1,NA,NA,NA,1.138711106,1,NA,NA,NA,-0.161079532,0,NA,NA,FALSE,SPT_0281
SPT_RS01420,0,1,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,FALSE,SPT_0282
SPT_RS01425,0,1,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,FALSE,SPT_0283
SPT_RS01430,0.482382085,13,0.467442146,0.129645125,NA,0.751724564,13,0.438475508,0.121611225,NA,-0.269342479,24,1.071982773,0.29438944,FALSE,SPT_0284
SPT_RS01435,0.584591334,21,0.483384888,0.10548323,NA,0.652305433,21,0.477526157,0.104204751,NA,-0.067714099,40,0.322927898,0.748431931,FALSE,SPT_0285
SPT_RS01440,0.47417947,11,0.482025348,0.145336111,NA,0.592628236,11,0.483073396,0.145652109,NA,-0.118448766,20,0.40705691,0.688289756,FALSE,SPT_0286
SPT_RS01455,0.414028158,41,0.502896158,0.078539185,NA,0.448167365,41,0.498051153,0.077782522,NA,-0.034139208,80,0.218390704,0.827680854,FALSE,SPT_0289
SPT_RS01470,0.819396492,14,0.452003649,0.120803057,NA,0.78873327,14,0.430009543,0.114924885,NA,0.030663222,26,-0.130078859,0.897505212,FALSE,SPT_0292
SPT_RS01475,0.589374476,56,0.508581306,0.067962036,NA,0.56945382,56,0.500708958,0.066910049,NA,0.019920656,110,-0.147700361,0.882849641,FALSE,SPT_0293
SPT_RS01480,0.670996001,50,0.496547368,0.070222402,NA,0.677068532,50,0.477065795,0.067467292,NA,-0.006072531,98,0.044103021,0.964912024,FALSE,SPT_0294
SPT_RS01485,0.507507097,68,0.521576887,0.063250488,NA,0.670722775,68,0.457760698,0.055511639,NA,-0.163215679,134,1.374307477,0.171640426,FALSE,SPT_0295
SPT_RS01490,0.569858787,20,0.487911692,0.109100371,NA,0.716097022,20,0.431152849,0.096408708,NA,-0.146238235,38,0.711590143,0.481064448,FALSE,SPT_0296
SPT_RS01495,0.47701257,40,0.475312041,0.075153432,NA,0.519273477,40,0.481158732,0.076077876,NA,-0.042260907,78,0.279445493,0.78064262,FALSE,SPT_0297
SPT_RS01500,0.646793158,120,0.513588812,0.04688403,NA,0.6194127,120,0.488595974,0.044602506,NA,0.027380458,238,-0.299284022,0.764984529,FALSE,SPT_0298
SPT_RS01505,0.642744631,221,0.497296848,0.033451806,NA,0.716240486,221,0.453131332,0.030480912,NA,-0.073495855,440,1.149581273,0.250940843,FALSE,SPT_0299
SPT_RS01510,0.529884015,46,0.517304631,0.076272407,NA,0.604418394,46,0.493228919,0.072722637,NA,-0.07453438,90,0.500247377,0.618121925,FALSE,SPT_0300
SPT_RS01515,0.548578091,75,0.500119482,0.057748823,NA,0.501529086,75,0.502097917,0.057977274,NA,0.047049005,148,-0.406554844,0.684922263,FALSE,SPT_0301
SPT_RS01520,0.324864279,3,0.562681438,0.324864279,NA,0.328593651,3,0.569140899,0.328593651,NA,-0.003729372,4,0.005707134,0.995719679,FALSE,SPT_0302
SPT_RS01525,0.611055601,55,0.489155565,0.065957723,NA,0.574637669,55,0.494894041,0.066731499,NA,0.036417933,108,-0.274460367,0.78425516,FALSE,SPT_0303
SPT_RS01530,0.550926058,42,0.510448825,0.078763964,NA,0.566599788,42,0.50109268,0.077320279,NA,-0.01567373,82,0.100418401,0.920257277,FALSE,SPT_0304
SPT_RS01535,0.614504134,27,0.486427297,0.093612977,NA,0.589941517,27,0.500451151,0.096311869,NA,0.024562618,52,-0.12932809,0.897596998,FALSE,SPT_0305
SPT_RS01545,0,5,0,0,NA,0,5,0,0,NA,0,8,NA,NA,FALSE,SPT_0306
SPT_RS01555,0,1,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,FALSE,SPT_0308
SPT_RS01560,0,1,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,FALSE,SPT_0309
SPT_RS01565,0.661929472,19,0.480635388,0.11026532,NA,0.667360514,19,0.468192789,0.107410792,NA,-0.005431042,36,0.024950103,0.980232554,FALSE,SPT_0310
SPT_RS01570,0.297811653,3,0.515824914,0.297811653,NA,0.180226334,3,0.312161167,0.180226334,NA,0.117585319,4,-0.245974843,0.817807895,FALSE,SPT_0311
SPT_RS01575,0.552712351,54,0.51323043,0.069841815,NA,0.696415236,54,0.442515805,0.060218774,NA,-0.143702886,106,1.104891859,0.271708096,FALSE,SPT_0312
SPT_RS01580,0,1,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,FALSE,SPT_0313
SPT_RS01585,0.632118905,52,0.514950849,0.071410834,NA,0.711197143,52,0.461680371,0.064023548,NA,-0.079078237,102,0.583885981,0.560586051,FALSE,SPT_0314
SPT_RS01590,0.559210911,144,0.504117936,0.042009828,NA,0.654241376,144,0.468258938,0.039021578,NA,-0.095030465,286,1.172760903,0.241867564,FALSE,SPT_0315
SPT_RS01595,0.945853886,1,NA,NA,NA,0,1,NA,NA,NA,0.945853886,0,NA,NA,FALSE,SPT_0316
SPT_RS01605,0.326226789,6,0.505842515,0.206509342,NA,0.501617321,6,0.550096974,0.224576149,NA,-0.175390532,10,0.406857887,0.692683955,FALSE,SPT_0318
SPT_RS01610,0.339557197,8,0.469215658,0.165892787,NA,0.233858771,8,0.433952257,0.153425292,NA,0.105698426,14,-0.33101297,0.745536992,FALSE,SPT_0319
SPT_RS01620,0.395090476,5,0.541348446,0.242098385,NA,0.39519622,5,0.541318896,0.24208517,NA,-0.000105744,8,0.000218397,0.999831092,FALSE,SPT_0321
SPT_RS01630,0.324953979,24,0.477576837,0.097484964,NA,0.444564209,24,0.4648136,0.094879679,NA,-0.119610231,46,0.621789061,0.537150285,FALSE,SPT_0323
SPT_RS01635,0.323036038,3,0.559514831,0.323036038,NA,0.321500952,3,0.556855984,0.321500952,NA,0.001535086,4,-0.002381687,0.998213737,FALSE,SPT_0324
SPT_RS01645,0.888924189,16,0.358888013,0.089722003,NA,0.864892177,16,0.338905488,0.084726372,NA,0.024032012,30,-0.137760024,0.89135056,FALSE,SPT_0325
SPT_RS01655,0.472831164,39,0.493951327,0.079095514,NA,0.622540366,39,0.4530431,0.072544955,NA,-0.149709202,76,0.987264172,0.326645899,FALSE,SPT_0326
SPT_RS01660,0.725177871,40,0.371907264,0.058803702,NA,0.83679803,40,0.397744906,0.062888992,NA,-0.111620159,78,0.91722975,0.361849673,FALSE,SPT_0327
SPT_RS01665,0.51507984,16,0.472246369,0.118061592,NA,0.692646996,16,0.492410805,0.123102701,NA,-0.177567156,30,0.736291236,0.467272247,FALSE,SPT_0328
SPT_RS01670,0.502275597,25,0.46740572,0.093481144,NA,0.662797304,25,0.514022843,0.102804569,NA,-0.160521707,48,0.817796188,0.41751471,FALSE,SPT_0329
SPT_RS01675,0.858447516,34,0.417445574,0.071591325,NA,0.751454523,34,0.432215218,0.074124298,NA,0.106992993,66,-0.734258893,0.465391641,FALSE,SPT_0330
SPT_RS01680,0.54486284,27,0.510280938,0.098203612,NA,0.678202604,27,0.454452576,0.087459439,NA,-0.133339764,52,0.718181474,0.475859913,FALSE,SPT_0332
SPT_RS01685,0.587653715,78,0.52634816,0.059597193,NA,0.595583935,78,0.492860387,0.05580545,NA,-0.007930219,154,0.068717831,0.945303369,FALSE,SPT_0333
SPT_RS01690,0.540959947,31,0.501182757,0.09001508,NA,0.696073562,31,0.454749925,0.081675498,NA,-0.155113614,60,0.90344861,0.369900877,FALSE,SPT_0334
SPT_RS01700,0.260833877,7,0.44546734,0.168370829,NA,0.250410871,7,0.42999971,0.162524614,NA,0.010423006,12,-0.031499395,0.975389125,FALSE,SPT_0336
SPT_RS01705,0.179655297,5,0.401721456,0.179655297,NA,0.152199691,5,0.340328855,0.152199691,NA,0.027455606,8,-0.082733744,0.936095889,FALSE,SPT_0337
SPT_RS01710,0,3,0,0,NA,0.261079372,3,0.452202737,0.261079372,NA,-0.261079372,4,1,0.373900966,FALSE,SPT_0338
SPT_RS01715,0.284407282,15,0.491988999,0.127031013,NA,0.42212969,15,0.488002782,0.126001776,NA,-0.137722409,28,0.544286805,0.590552694,FALSE,SPT_0339
SPT_RS01720,0.965507425,2,0.06778173,0.047928921,NA,0.338159,2,0.478229044,0.338159,NA,0.627348426,2,-1.624884883,0.245686523,FALSE,SPT_0340
SPT_RS01725,0.482845883,2,0.682847196,0.482845883,NA,0.836596912,2,0.256500074,0.181372942,NA,-0.353751029,2,0.532582059,0.64757041,FALSE,SPT_0341
SPT_RS01730,0.601361265,58,0.50092837,0.065775117,NA,0.698512008,58,0.479378455,0.062945475,NA,-0.097150743,114,0.754741268,0.451960595,FALSE,SPT_0342
SPT_RS01735,0.657211582,28,0.510604664,0.096495211,NA,0.726168375,28,0.474618842,0.08969453,NA,-0.068956792,54,0.370357635,0.712564811,FALSE,SPT_0343
SPT_RS01740,0.729168871,45,0.455646057,0.067923704,NA,0.714471401,45,0.463095347,0.069034178,NA,0.01469747,88,-0.107313794,0.914784325,FALSE,SPT_0344
SPT_RS01745,0.745462679,63,0.485378169,0.061151901,NA,0.686273563,63,0.459385935,0.057877188,NA,0.059189117,124,-0.497265983,0.619882079,FALSE,SPT_0345
SPT_RS01750,0.514598408,33,0.509519712,0.088695997,NA,0.501629345,33,0.498612147,0.086797234,NA,0.012969063,64,-0.073900646,0.941319936,FALSE,SPT_0346
SPT_RS01760,0.627710364,95,0.515038447,0.05284183,NA,0.63531472,95,0.506768517,0.051993353,NA,-0.007604355,188,0.072536292,0.942252237,FALSE,SPT_0347
SPT_RS01765,0.652418674,21,0.486164287,0.106089745,NA,0.679385641,21,0.450308455,0.098265361,NA,-0.026966967,40,0.131961308,0.89567645,FALSE,SPT_0348
SPT_RS01770,0.702850755,19,0.504860834,0.115823019,NA,0.61692621,19,0.486916228,0.111706244,NA,0.085924545,36,-0.377641732,0.707914173,FALSE,SPT_0349
SPT_RS01775,0.554695618,44,0.481894448,0.072648321,NA,0.560698091,44,0.501127731,0.075547848,NA,-0.006002473,86,0.040503564,0.967785549,FALSE,SPT_0350
SPT_RS01780,0.691212945,27,0.500775202,0.096374233,NA,0.728800263,27,0.44329389,0.085311949,NA,-0.037587318,52,0.206880446,0.836911208,FALSE,SPT_0351
SPT_RS01790,0.650782999,33,0.475582407,0.082788271,NA,0.705349819,33,0.476317652,0.08291626,NA,-0.05456682,64,0.32930192,0.743002767,FALSE,SPT_0353
SPT_RS01795,0.566251958,102,0.503693005,0.049873039,NA,0.714072264,102,0.451715359,0.044726485,NA,-0.147820307,202,1.562590379,0.11971425,FALSE,SPT_0354
SPT_RS01800,0.467295555,28,0.513645569,0.097069888,NA,0.485133679,28,0.499063474,0.094314132,NA,-0.017838125,54,0.093205925,0.926084924,FALSE,SPT_0355
SPT_RS01805,0.585973498,22,0.558275067,0.119024644,NA,0.527156706,22,0.548137769,0.116863365,NA,0.058816792,42,-0.249342018,0.804311657,FALSE,SPT_0356
SPT_RS01810,0.52054018,149,0.526785547,0.043155954,NA,0.560224229,149,0.499616763,0.0409302,NA,-0.039684049,296,0.471945116,0.637313679,FALSE,SPT_0357
SPT_RS01815,0.39412577,12,0.5189477,0.149807297,NA,0.319099436,12,0.47840285,0.138103007,NA,0.075026334,22,-0.260589263,0.796832897,FALSE,SPT_0358
SPT_RS01820,0.415519111,33,0.494998044,0.086168099,NA,0.374811589,33,0.475716959,0.082811693,NA,0.040707521,64,-0.240901712,0.810401375,FALSE,SPT_0359
SPT_RS01825,0.582399143,104,0.51566296,0.050564913,NA,0.628016498,104,0.495453575,0.04858322,NA,-0.045617354,206,0.46009292,0.645934775,FALSE,SPT_0360
SPT_RS01830,0.608343556,25,0.563371696,0.112674339,NA,0.625978212,25,0.482631621,0.096526324,NA,-0.017634656,48,0.084295409,0.933172159,FALSE,SPT_0361
SPT_RS01835,0.697516609,212,0.485806937,0.033365357,NA,0.723174924,212,0.459452573,0.031555332,NA,-0.025658315,422,0.395225546,0.692876142,FALSE,SPT_0362
SPT_RS01840,0.793580509,23,0.434931458,0.090689478,NA,0.72104765,23,0.443530397,0.092482481,NA,0.072532858,44,-0.395982326,0.694031784,FALSE,SPT_0363
SPT_RS01845,0.664139297,218,0.48571839,0.032897,NA,0.673662844,218,0.471403298,0.03192746,NA,-0.009523546,434,0.146912848,0.88326903,FALSE,SPT_0364
SPT_RS01855,0.829287514,25,0.429295976,0.085859195,NA,0.775322238,25,0.446647756,0.089329551,NA,0.053965276,48,-0.308040769,0.759384114,FALSE,SPT_0366
SPT_RS01860,0.607521383,52,0.514197871,0.071306415,NA,0.683344868,52,0.492956279,0.068360736,NA,-0.075823485,102,0.542887033,0.588391926,FALSE,SPT_0367
SPT_RS01865,0.601403191,29,0.520866077,0.096722402,NA,0.624092551,29,0.472884381,0.087812425,NA,-0.02268936,56,0.122954349,0.902583466,FALSE,SPT_0368
SPT_RS01870,0.739005492,43,0.443843101,0.067685438,NA,0.814992342,43,0.401651507,0.061251281,NA,-0.07598685,84,0.589334444,0.557218676,FALSE,SPT_0369
SPT_RS01875,0.570350407,21,0.507339301,0.110710512,NA,0.615946653,21,0.495948691,0.108224877,NA,-0.045596246,40,0.208263479,0.836080091,FALSE,SPT_0370
SPT_RS01880,0.61255646,84,0.508510053,0.055482995,NA,0.6514284,84,0.470661795,0.051353412,NA,-0.03887194,166,0.363845444,0.716436413,FALSE,SPT_0371
SPT_RS01885,0.55894157,22,0.525292217,0.111992677,NA,0.6656655,22,0.472035216,0.100638246,NA,-0.10672393,42,0.501921019,0.618344298,FALSE,SPT_0372
SPT_RS01890,0.680282307,72,0.48955289,0.057694361,NA,0.701932056,72,0.472430701,0.055676492,NA,-0.021649748,142,0.190963971,0.848826582,FALSE,SPT_0373
SPT_RS01895,0.59216788,53,0.491927445,0.067571431,NA,0.644641038,53,0.475998656,0.065383444,NA,-0.052473157,104,0.394668923,0.693895454,FALSE,SPT_0374
SPT_RS01900,0.623403897,16,0.503595527,0.125898882,NA,0.499588076,16,0.516193533,0.129048383,NA,0.123815821,30,-0.485652674,0.630741695,FALSE,SPT_0375
SPT_RS01905,0.705499268,102,0.488925187,0.048410807,NA,0.6729665,102,0.464013952,0.045944227,NA,0.032532768,202,-0.344791015,0.730610209,FALSE,SPT_0376
SPT_RS01910,0.595321768,41,0.487672693,0.076161679,NA,0.689052979,41,0.451269694,0.070476486,NA,-0.093731211,80,0.639200652,0.524518462,FALSE,SPT_0377
SPT_RS01915,0.718167587,23,0.49036415,0.102247993,NA,0.732850493,23,0.447148255,0.093236856,NA,-0.014682906,44,0.075110198,0.940467497,FALSE,SPT_0379
SPT_RS01925,0.745240208,50,0.451259763,0.063817768,NA,0.79422055,50,0.405941755,0.057408834,NA,-0.048980342,98,0.404039553,0.687063996,FALSE,SPT_0382
SPT_RS01930,0.915115992,6,0.466925553,0.190621559,NA,0.859726742,6,0.430347261,0.175688533,NA,0.05538925,10,-0.151208639,0.882817967,FALSE,SPT_0383
SPT_RS01935,0.537930085,28,0.512953756,0.096939148,NA,0.534113502,28,0.50747142,0.095903084,NA,0.003816583,54,-0.01979122,0.98428287,FALSE,SPT_0384
SPT_RS01940,0,1,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,FALSE,SPT_0385
SPT_RS01945,0.265375477,9,0.421662465,0.140554155,NA,0.190944695,9,0.378953469,0.126317823,NA,0.074430782,16,-0.278900701,0.783893688,FALSE,SPT_0386
SPT_RS01950,0.426387586,2,0.603003108,0.426387586,NA,0.955269724,2,0.04939002,0.034924018,NA,-0.528882137,2,1.146474816,0.370259298,FALSE,SPT_0387
SPT_RS01955,0.448487005,62,0.4876912,0.061936844,NA,0.510435115,62,0.501526741,0.06369396,NA,-0.06194811,122,0.493096502,0.622830791,FALSE,SPT_0388
SPT_RS01960,0.464921122,11,0.536009653,0.161612991,NA,0.731422433,11,0.480998725,0.145026572,NA,-0.266501311,20,0.869102826,0.395101364,FALSE,SPT_0389
SPT_RS01965,0.7273782,39,0.47969825,0.076813195,NA,0.82369099,39,0.367849942,0.058903132,NA,-0.096312791,76,0.709662518,0.480085111,FALSE,SPT_0390
SPT_RS01970,0.651820271,53,0.49815912,0.068427418,NA,0.71110666,53,0.453029028,0.062228323,NA,-0.059286389,104,0.453760305,0.650946826,FALSE,SPT_0391
SPT_RS01990,0.367942697,48,0.391514179,0.056510204,NA,0.50037881,48,0.496429431,0.071653416,NA,-0.132436112,94,1.033336228,0.304097825,FALSE,SPT_0392
SPT_RS01995,0.132852116,9,0.199551628,0.066517209,NA,0.254052588,9,0.250288735,0.083429578,NA,-0.121200472,16,0.808289884,0.430778435,FALSE,SPT_0393
SPT_RS02000,0.277759958,11,0.29801191,0.089853972,NA,0.347077127,11,0.339324714,0.102310251,NA,-0.069317169,20,0.360718392,0.722091904,FALSE,SPT_0394
SPT_RS02005,0.36795512,14,0.395796227,0.105780991,NA,0.644992895,14,0.503795755,0.134645079,NA,-0.277037775,26,1.15227843,0.259691758,FALSE,SPT_0395
SPT_RS02015,0.338893843,9,0.509562918,0.169854306,NA,0.363639926,9,0.546124546,0.182041515,NA,-0.024746083,16,0.070322186,0.944808675,FALSE,SPT_0397
SPT_RS02025,0,3,0,0,NA,0,3,0,0,NA,0,4,NA,NA,FALSE,SPT_0399
SPT_RS02030,0,23,0,0,NA,0.073240489,23,0.243770071,0.050829573,NA,-0.073240489,44,1.440903086,0.156691028,FALSE,SPT_0400
SPT_RS02035,0.14988552,7,0.396559811,0.14988552,NA,0,7,0,0,NA,0.14988552,12,-1,0.337049058,FALSE,SPT_0401
SPT_RS02040,0.541085461,15,0.529727873,0.136775149,NA,0.540322879,15,0.524573264,0.135444234,NA,0.000762581,28,-0.002801349,0.997784714,FALSE,SPT_0402
SPT_RS02045,0.208506054,4,0.417012109,0.208506054,NA,0.206048102,4,0.412096205,0.206048102,NA,0.002457952,6,-0.005929146,0.995461474,FALSE,SPT_0403
SPT_RS02050,0,2,0,0,NA,0,2,0,0,NA,0,2,NA,NA,FALSE,SPT_0404
SPT_RS02060,0.284028461,7,0.486112929,0.183733417,NA,0.125142372,7,0.331095596,0.125142372,NA,0.158886088,12,-0.514401238,0.616313043,FALSE,SPT_0406
SPT_RS02070,0.680054636,83,0.497395809,0.054596283,NA,0.724540202,83,0.455484804,0.049995952,NA,-0.044485566,164,0.425323788,0.671158226,FALSE,SPT_0410
SPT_RS02075,0.639658474,248,0.490871631,0.03117038,NA,0.678639761,248,0.470425926,0.029872076,NA,-0.038981286,494,0.638593024,0.523383665,FALSE,SPT_0411
SPT_RS02080,0.649290875,108,0.41060709,0.039510686,NA,0.717412169,108,0.399892407,0.038479665,NA,-0.068121293,214,0.873457972,0.38339258,FALSE,SPT_0412
SPT_RS02085,0,3,0,0,NA,0,3,0,0,NA,0,4,NA,NA,FALSE,SPT_0413
SPT_RS02090,0.6325042,23,0.479897773,0.100065603,NA,0.646347594,23,0.4841869,0.100959948,NA,-0.013843393,44,0.068863851,0.945410004,FALSE,SPT_0414
SPT_RS02095,0.13770156,4,0.27540312,0.13770156,NA,0.572335336,4,0.041514438,0.020757219,NA,-0.434633776,6,2.742882273,0.033607089,TRUE,SPT_0415
SPT_RS02105,0.445760913,33,0.503391736,0.087629253,NA,0.616924925,33,0.483266202,0.084125848,NA,-0.171164012,64,0.996558536,0.322731877,FALSE,SPT_0416
SPT_RS02110,0.653296244,47,0.420134971,0.061282984,NA,0.672491216,47,0.428731365,0.062536897,NA,-0.019194973,92,0.15502335,0.877142516,FALSE,SPT_0417
SPT_RS02115,0.158393548,6,0.387983372,0.158393548,NA,0.142852868,6,0.349916636,0.142852868,NA,0.01554068,10,-0.051587933,0.959872983,FALSE,SPT_0418
